State Name,Two Wheeler,Three Wheeler,Four Wheeler,Goods Vehicles,Public Service Vehicle,Special Category Vehicles,Ambulance/Hearses,Construction Equipment Vehicle,Other,Grand Total,total-charging-stations,Charging_Station_Share (%),Chargers per 1k EVs,EV_per_Station,State Population (millions),State Area (km²),Urbanization Rate (%),EV-Friendly Policy Score,EV Registrations (in thousands),Electricity Rate (Rs/unit),Smart Cities Count
Uttarakhand,75662,69856,6072,474.8,81.1,28,6,7,1824,180423,974,5.57,0.793732,3310.242408,202.69,27720.28,78.37,8,575,4.0,4
Gujarat,8445,36362,2954,172.0,387.1,9,8,1,1165,280791,443,15.71,9.297992,4587.843935,57.3,266590.61,72.26,4,306,4.57,18
Punjab,5684,70973,1160,421.3,491.0,10,6,2,1687,85748,562,14.34,7.438683,2294.098395,31.99,152810.46,70.45,9,274,7.3,4
Kerala,10564,18494,9577,305.3,201.3,29,6,6,1639,167902,349,5.8,7.360755,477.616379,139.48,223603.69,44.2,6,668,4.77,17
Madhya Pradesh,8619,15096,5969,264.5,274.9,19,9,2,1089,286572,669,2.48,7.946541,185.53939,184.06,138179.45,69.49,5,796,3.75,12
Chhattisgarh,32080,105267,772,112.3,258.9,10,6,0,1642,270173,194,14.05,2.615381,2080.644617,155.78,263859.51,85.59,7,861,7.5,17
Jharkhand,77238,33365,7135,453.9,52.6,21,5,3,447,10935,492,18.42,2.794664,2285.882861,228.01,15365.45,47.96,7,608,4.03,11
Odisha,8842,1463,2900,79.8,109.1,5,1,4,980,267905,874,5.6,7.979731,1525.397937,109.47,204716.41,46.5,8,948,7.93,18
Telangana,3701,70683,1727,163.0,356.1,11,2,3,1149,69740,864,24.02,9.31487,3497.20104,48.92,76518.72,56.58,8,236,6.25,7
Andhra Pradesh,73649,92160,7949,145.4,442.8,1,3,9,1460,285810,44,22.49,6.796103,3538.894505,201.5,277102.47,51.87,6,101,3.33,4
Uttar Pradesh,62936,91872,7936,499.6,440.3,29,0,8,1321,242802,719,1.68,6.175702,1946.18051,55.89,110646.53,79.96,1,174,8.38,3
Delhi,49610,119634,3693,490.8,182.3,22,0,4,1652,54095,234,23.65,7.086042,4226.053927,153.71,92934.02,20.98,10,945,4.07,14
Karnataka,30512,49001,5919,276.0,25.2,20,1,2,1809,13106,192,16.05,3.564016,1826.309299,93.81,47609.91,39.23,5,797,3.16,4
Bihar,32342,70832,8097,300.5,330.4,3,2,9,864,61724,35,19.97,9.503034,306.944136,140.63,301297.74,87.38,6,26,6.74,16
Maharashtra,40520,74855,2753,9.4,474.6,20,2,9,1274,292701,365,24.13,5.719462,1830.2765,207.41,150108.1,88.89,5,249,3.4,6
Rajasthan,68182,104474,1229,125.9,24.0,19,8,0,580,10753,662,7.4,8.335815,3016.497595,242.8,109157.33,23.04,1,135,3.2,18
Tamil Nadu,30655,70188,6645,101.6,92.0,24,8,0,265,276210,749,10.34,3.782766,2691.916038,130.54,261923.97,62.48,6,372,3.92,15
Assam,56982,28260,2742,288.7,354.9,23,4,7,47,169727,383,11.73,3.802863,4453.460103,225.62,178355.73,75.59,9,303,4.69,4
West Bengal,23444,1232,5836,330.4,195.7,18,9,7,748,76584,320,2.17,5.495886,329.361284,177.83,187823.92,32.63,1,327,4.45,1
Haryana,77025,70207,9997,303.0,46.8,22,4,8,780,271916,806,4.13,0.403827,365.424968,6.27,104344.44,75.04,10,878,7.71,3
Uttarakhand,35934,100877,2979,214.4,414.2,25,5,7,1393,96379,223,20.14,2.029479,2665.824578,170.17,121726.9,33.11,6,929,8.82,15
Gujarat,68020,114625,3426,266.9,381.8,21,9,2,1110,226165,671,3.47,7.517617,2549.788592,143.62,156794.94,83.0,1,727,3.8,11
Punjab,36282,113954,7470,76.6,35.5,19,5,9,1027,147406,452,0.55,7.88582,4010.676614,74.18,180626.35,69.49,2,994,3.19,1
Kerala,18446,20002,4426,243.3,133.8,0,7,5,1124,267889,594,23.6,3.351206,1098.800696,163.4,248565.16,34.0,4,173,3.55,4
Madhya Pradesh,55037,51103,6684,28.8,433.1,21,3,3,490,209485,346,5.57,9.391001,1042.339423,245.02,234909.95,39.59,9,97,3.18,18
Chhattisgarh,48248,64427,2997,209.9,53.0,20,1,5,368,134420,533,1.88,9.129761,115.623501,57.64,129644.22,76.09,6,91,6.94,6
Jharkhand,17152,3010,7822,80.0,165.8,4,0,6,1726,119595,966,7.49,2.452505,2682.738119,152.89,218064.06,29.57,6,678,7.73,1
Odisha,55113,39487,7569,458.3,256.3,23,6,1,1758,252819,873,22.57,9.653041,3538.917561,247.94,78081.04,69.92,6,720,6.49,12
Telangana,48669,55118,4559,336.6,148.3,28,2,7,1908,98688,637,12.92,3.329629,638.410059,180.54,73582.11,71.36,10,434,3.0,5
Andhra Pradesh,79397,7055,672,113.2,264.2,11,2,1,707,282004,504,10.18,1.370959,1650.671805,109.32,285539.51,21.04,1,819,6.93,1
Uttar Pradesh,35303,85056,9583,276.2,81.7,27,6,5,1257,264326,797,15.1,5.115286,255.921348,48.57,270485.73,20.19,9,680,6.6,6
Delhi,65944,40759,300,83.2,59.4,22,7,8,1619,55311,737,20.05,1.380605,3300.348582,79.78,155918.38,44.71,4,615,5.64,12
Karnataka,15746,3531,422,371.6,330.2,15,0,5,602,32240,278,22.55,0.806247,2716.662957,184.8,334730.0,39.21,7,859,3.79,15
Bihar,40887,73693,5668,15.6,444.0,15,2,4,1580,145942,145,9.53,5.83653,1494.300665,208.89,143641.28,82.04,3,861,6.44,6
Maharashtra,47315,26557,9871,306.0,258.6,23,1,0,1611,276530,449,5.06,2.417535,2188.90505,93.78,261825.71,70.04,8,883,5.49,12
Rajasthan,39228,35865,5489,305.3,256.2,27,6,3,1831,77234,75,9.99,8.898549,4978.084313,102.91,272785.09,24.5,5,830,3.1,14
Tamil Nadu,60592,1264,2962,493.9,339.5,2,4,8,527,53769,753,6.84,5.026103,655.56029,105.25,165084.32,40.51,6,202,4.49,10
Assam,7828,16018,4676,38.3,274.3,27,3,7,1415,55654,79,0.84,3.534817,2150.65259,157.48,104537.96,62.83,3,452,4.58,3
West Bengal,20554,107365,8982,480.2,280.4,12,6,1,1748,123875,30,15.27,1.186595,3479.320096,239.73,314308.14,26.65,10,262,3.1,3
Haryana,52112,81482,4566,326.8,11.2,12,6,6,497,232559,449,14.74,7.979647,1817.005032,204.2,182027.63,50.48,6,816,5.56,5
Uttarakhand,60052,81129,9854,361.0,276.9,28,1,0,1319,88783,247,12.93,9.864728,4185.623244,42.04,155794.94,73.43,5,888,5.57,10
Gujarat,28372,30783,9939,28.1,114.0,7,3,2,367,17399,317,20.0,6.019031,1238.730334,225.87,92959.24,37.02,1,381,6.86,14
Punjab,56879,56246,8321,440.7,241.1,5,8,4,637,203361,334,7.11,4.08233,3263.079701,71.51,202460.78,43.86,1,830,6.4,14
Kerala,42574,51145,4034,349.7,358.9,15,4,0,1168,194732,149,7.94,0.727929,3842.856778,37.09,174009.83,71.48,7,669,6.26,6
Madhya Pradesh,51244,107858,9656,180.7,371.9,25,9,0,872,11317,310,18.41,0.67748,1641.643095,92.19,276468.37,65.1,8,794,7.45,2
Chhattisgarh,64788,35090,8479,145.1,130.9,28,3,2,57,183354,905,20.53,8.974874,1899.038682,225.18,343830.23,25.07,9,769,8.76,3
Jharkhand,32187,29694,7488,483.3,332.2,19,8,9,1963,45904,687,10.07,4.343081,2122.472995,82.33,264953.67,55.55,3,797,4.32,8
Odisha,2769,79891,3644,351.4,47.6,29,0,2,1840,48859,556,23.8,8.745518,740.18443,56.2,254796.52,77.57,6,178,3.39,14
Telangana,56671,40282,4165,397.8,343.5,29,0,5,921,238483,435,1.41,7.089558,3553.657908,243.29,249258.64,56.57,9,125,3.4,18
Andhra Pradesh,52407,25579,562,342.7,165.4,21,5,9,36,196937,752,16.55,6.054707,129.902065,177.0,67760.78,38.99,1,840,8.19,13
Uttar Pradesh,11929,91948,2574,3.7,337.6,18,0,2,1192,109040,415,9.06,2.420142,2482.663868,131.45,205033.86,33.85,1,350,8.16,4
Delhi,17792,48854,7825,138.7,277.6,14,3,5,620,139233,944,22.87,7.623267,3802.22304,110.46,110064.0,37.84,7,815,3.49,6
Karnataka,25305,13543,4342,395.8,158.0,13,1,5,195,83114,721,9.38,6.493112,1788.005295,77.81,62500.77,29.46,6,212,6.92,1
Bihar,71455,59671,6586,437.9,311.0,10,7,6,255,240028,524,9.72,3.974098,305.796745,204.83,108530.27,51.18,4,325,5.07,6
Maharashtra,37074,41938,2150,81.2,181.0,7,5,9,1021,121532,255,7.51,7.416148,3379.63245,55.42,231731.28,89.98,2,768,4.01,4
Rajasthan,76019,64701,2573,336.3,326.7,28,8,9,1083,14025,753,15.61,8.294278,691.994477,139.64,222274.65,59.08,9,255,4.16,13
Tamil Nadu,53921,84507,2542,225.8,189.6,3,2,4,1297,162449,680,4.52,7.099218,2579.70629,95.76,327176.29,38.46,5,955,8.93,17
Assam,62863,13199,1065,336.5,135.3,9,1,5,1867,281559,638,14.21,4.245493,4448.591398,212.54,129602.48,76.09,9,935,4.78,9
West Bengal,28599,80147,9134,211.2,492.9,24,4,4,1937,139096,146,16.2,2.261236,4132.970639,53.27,69339.1,52.06,5,732,5.71,3
Haryana,25658,38059,5466,121.0,210.0,16,1,2,956,272708,893,18.84,6.964908,4275.592076,26.15,167693.67,41.53,5,24,8.51,9
Uttarakhand,36671,80492,6460,281.9,453.9,18,0,5,1389,39056,660,19.39,8.772364,1102.454674,236.31,231863.91,67.12,8,793,4.45,15
Gujarat,10134,74691,5266,413.0,314.9,29,1,7,1468,262932,499,17.25,5.415444,1302.499671,29.17,144659.97,21.07,1,464,7.92,11
Punjab,71760,101863,3256,181.7,379.8,21,1,5,1141,83020,372,3.55,2.123794,4288.605587,209.18,270596.42,73.72,8,932,3.74,7
Kerala,5789,77302,4893,305.0,131.0,18,7,3,1071,74211,568,23.9,7.964156,4089.025314,135.32,265232.52,73.9,4,554,7.9,7
Madhya Pradesh,64854,49860,3225,456.5,328.0,1,6,0,1642,256230,139,5.04,7.596392,3349.476524,190.73,175932.59,84.44,8,479,5.39,13
Chhattisgarh,76966,94979,979,131.9,259.7,13,5,6,204,276713,855,10.28,2.262673,1471.228005,134.32,254983.54,60.47,2,125,4.96,4
Jharkhand,46999,36518,8202,81.3,297.8,0,0,7,1931,255475,703,10.16,8.306602,196.84411,190.49,33596.51,56.07,8,493,4.57,9
Odisha,58582,95000,2399,459.6,181.7,3,2,8,179,169163,319,2.62,9.871995,2880.52095,54.53,345904.65,35.44,5,126,8.74,6
Telangana,68495,115639,1699,64.6,8.8,18,3,4,1686,210202,56,12.38,4.404209,1418.346155,103.07,66368.08,69.96,8,459,5.03,1
Andhra Pradesh,77948,96410,1710,2.4,196.4,8,6,9,448,50916,131,8.86,9.618953,3331.487318,239.42,79723.91,32.7,2,34,5.11,11
Uttar Pradesh,31477,102829,4033,200.2,221.8,12,5,0,270,129424,877,8.61,0.185561,2782.351401,131.51,195698.17,41.68,8,678,6.49,6
Delhi,47049,18114,385,236.4,98.3,5,2,1,1581,134464,244,22.38,8.068526,3847.849037,119.15,236017.46,25.12,9,26,7.26,2
Karnataka,21475,110318,7546,374.4,476.1,1,7,6,422,193894,950,3.32,1.419084,4371.517449,150.29,229980.14,71.18,9,875,7.77,7
Bihar,63163,20235,4355,356.2,390.5,16,1,1,464,230604,824,21.19,3.481503,3463.719449,196.98,266070.61,67.83,6,636,7.38,11
Maharashtra,38292,48996,5034,11.8,209.4,29,5,0,1495,298900,789,17.06,0.729284,1754.997656,245.05,48437.92,44.05,8,331,8.36,18
Rajasthan,50421,107126,1703,35.9,64.6,24,3,0,431,117636,275,3.56,1.011869,3011.24056,207.94,55491.95,69.83,10,485,5.26,6
Tamil Nadu,16263,80478,3061,475.0,496.0,6,1,1,1294,223359,815,24.21,9.834362,4323.002854,165.79,310691.02,72.78,8,82,8.72,6
Assam,22286,73218,8709,11.8,459.0,3,7,3,36,33015,326,11.67,3.414467,1150.56364,178.99,334256.52,67.0,5,799,6.58,10
West Bengal,46221,19360,663,122.7,408.0,29,2,4,1016,237113,537,19.28,7.201736,414.808485,179.52,71138.9,69.15,7,991,7.54,13
Haryana,5614,95672,9394,163.6,371.9,5,9,0,300,64719,995,10.5,2.207407,420.617046,231.65,139219.49,84.8,10,562,8.42,17
Uttarakhand,37826,68453,9310,423.3,103.0,8,4,7,568,31624,923,10.32,3.848957,2041.48238,31.51,133096.22,79.47,10,700,7.8,12
Gujarat,48245,107793,7708,366.2,244.3,16,4,8,297,202893,94,13.11,9.971084,3819.45765,147.51,323567.34,89.45,2,961,4.15,5
Punjab,49571,47115,8384,450.1,79.4,29,7,4,1486,40141,411,20.22,5.865442,3220.220658,243.9,153005.47,20.39,5,758,7.54,11
Kerala,76274,98129,5928,348.4,14.2,25,8,1,323,272654,136,17.64,1.746588,1793.483165,202.44,60083.65,34.32,4,525,5.95,5
Madhya Pradesh,61178,77742,108,20.7,365.3,29,8,7,1754,227886,336,7.04,5.089331,2098.414815,24.37,93557.68,26.61,7,595,5.24,16
Chhattisgarh,29992,55290,2309,46.8,397.1,7,3,0,880,295293,420,12.54,3.330381,2078.344624,56.14,59060.08,34.49,1,474,5.7,7
Jharkhand,14094,45835,4832,296.8,460.3,10,8,5,1332,293516,726,3.23,7.135071,112.435368,39.76,75961.29,29.33,8,551,3.25,8
Odisha,40533,106924,6685,69.4,405.7,29,1,0,210,253198,690,21.22,7.875176,4626.202298,111.92,111653.04,72.1,3,966,7.08,19
Telangana,33194,53526,7044,216.7,122.5,27,8,4,324,277544,279,15.0,8.232006,3574.512687,11.24,80605.49,53.38,5,929,6.62,17
Andhra Pradesh,51162,18905,4198,429.7,498.5,14,1,8,92,282743,190,17.61,7.197265,1692.795251,236.34,102654.73,33.33,7,645,4.85,3
Uttar Pradesh,31637,35300,6358,278.8,378.3,2,6,6,1571,298184,857,12.81,0.555793,906.900673,169.19,56345.6,33.25,3,970,7.77,19
Delhi,20639,103624,1719,37.9,218.0,28,7,4,1696,27682,48,6.16,0.689271,3102.184929,232.7,177717.64,78.39,3,398,3.92,6
Karnataka,64225,117460,8598,182.7,424.5,29,6,2,330,139950,103,18.47,1.95682,2098.957779,96.18,27396.19,59.32,4,878,8.77,4
Bihar,6846,21561,8085,457.6,246.4,11,5,6,198,164343,985,23.72,2.999077,2311.78033,129.02,102186.3,59.89,8,756,6.92,7
Maharashtra,57564,26857,1933,362.5,401.9,18,3,2,1184,195496,962,15.37,6.595524,2294.70372,106.95,54022.38,78.23,8,467,3.7,13
Rajasthan,75819,88607,7718,182.9,417.7,5,0,1,940,79245,180,7.6,3.440023,845.962975,211.06,28810.59,39.79,2,806,6.6,10
Tamil Nadu,76433,112630,283,297.7,488.2,17,2,4,45,83760,761,13.38,9.524088,4084.535075,48.38,290760.76,75.16,1,650,8.44,2
Assam,78461,53055,7241,345.5,317.0,28,9,7,1287,162220,752,12.13,4.12263,1703.066471,120.16,285413.26,67.34,7,279,3.54,14
West Bengal,49963,88411,5800,187.0,156.5,26,6,7,1400,211547,512,3.39,5.938334,2282.697682,148.23,222859.78,71.55,3,874,3.27,17
Haryana,67670,40053,6822,187.9,382.1,25,7,5,517,66083,696,3.88,0.778409,3474.814088,236.82,121617.8,41.54,10,637,4.22,18
Uttarakhand,14561,97595,9987,205.8,208.2,29,8,8,766,154804,179,3.39,5.320052,959.399845,148.55,164925.48,31.76,10,372,8.38,6
Gujarat,79149,32981,4931,288.8,59.3,6,0,8,1286,209913,787,12.67,7.288837,215.736612,241.72,42057.87,46.97,2,474,5.31,17
Punjab,23111,3421,4391,388.0,123.8,4,0,5,1131,283962,385,24.44,4.808273,4127.04632,249.0,51738.82,88.67,6,512,5.73,9
Kerala,55206,117852,9230,211.4,421.5,7,5,1,725,196909,403,3.95,8.23354,378.598475,166.63,178310.38,86.84,7,700,7.85,12
Madhya Pradesh,31653,57687,9383,447.2,285.2,18,5,3,447,251910,450,10.26,6.002028,1809.986246,120.05,175929.41,88.17,10,36,7.22,4
Chhattisgarh,74232,69709,3967,189.8,71.0,17,4,0,1647,278030,188,13.01,1.654671,4980.761601,208.96,14557.65,40.35,4,584,8.56,16
Jharkhand,56578,102094,2134,260.4,286.9,20,2,6,1403,232155,670,0.53,3.514604,3480.501813,129.24,220129.57,34.83,10,683,4.15,8
Odisha,32431,94938,3884,416.8,305.5,26,9,4,170,224299,347,12.4,0.924907,3495.987756,8.93,271916.0,72.1,2,955,5.78,10
Telangana,22600,94519,3584,323.6,428.3,23,0,2,73,257113,767,24.3,8.294027,4758.529014,153.87,41207.39,52.05,8,598,3.03,5
Andhra Pradesh,3355,78578,3755,355.4,355.1,25,1,3,325,255812,855,3.12,8.115874,2823.393242,118.18,30595.8,84.79,9,436,8.03,1
Uttar Pradesh,79369,69728,6256,424.5,267.6,23,1,5,1748,33390,115,20.22,7.626079,2588.025068,10.75,85618.99,76.76,1,917,4.57,5
Delhi,37927,106419,5188,35.2,370.8,25,2,2,26,77862,812,6.46,9.780744,3958.943457,193.56,240071.12,47.56,7,880,5.68,17
Karnataka,38638,23832,7763,323.9,406.8,15,6,9,1764,51597,899,23.82,8.54049,3651.136793,36.52,191455.5,32.82,1,729,4.27,9
Bihar,50136,60614,8724,414.6,6.7,7,9,1,1109,201227,507,3.57,5.268546,3089.368254,224.56,139171.87,33.76,3,380,4.87,2
Maharashtra,22323,41265,2913,337.2,174.2,18,3,2,829,220967,25,12.32,3.224904,1620.792875,19.26,78229.08,83.49,1,896,8.77,3
Rajasthan,2927,71186,6583,430.3,206.3,17,2,7,119,162968,296,8.01,1.819933,2363.767841,171.97,97952.85,72.96,8,475,8.77,7
Tamil Nadu,2173,62352,1907,67.8,260.5,28,7,9,711,202712,964,3.82,6.156442,917.871477,48.5,338854.43,48.91,1,795,3.95,7
Assam,60832,70422,651,321.7,271.1,14,5,4,1304,159641,775,11.7,6.778741,924.585162,210.51,326569.37,53.23,6,18,6.98,19
West Bengal,10365,23218,950,108.4,276.0,13,5,3,961,147763,428,14.8,7.294531,557.649621,244.21,238927.55,44.18,10,266,8.63,17
Haryana,29030,89239,8523,399.8,45.6,16,5,9,1802,13299,98,16.48,2.060146,3006.127196,11.63,256649.67,41.4,5,616,6.56,14
Uttarakhand,28466,59501,3911,192.1,371.4,6,2,2,1096,168712,882,1.75,8.549291,1765.007485,67.48,258013.77,80.65,5,497,7.44,17
Gujarat,74081,19997,3193,445.2,153.4,3,9,7,1876,140922,812,12.73,5.88308,4506.28708,219.56,201204.59,88.79,3,539,8.96,12
Punjab,64988,99390,6618,167.0,14.1,27,8,5,1893,278531,852,23.95,4.795061,645.251737,126.86,133421.33,40.17,6,296,5.2,19
Kerala,36179,78894,7768,8.8,94.2,24,0,3,1604,126473,368,3.2,1.751845,3590.961901,183.76,103744.4,75.98,10,458,5.03,19
Madhya Pradesh,65376,44088,8440,192.6,362.6,17,7,1,575,207589,366,7.03,3.125267,2075.675345,136.05,66172.46,62.66,7,324,4.84,12
Chhattisgarh,8614,16349,4771,45.5,356.8,4,6,0,808,54533,885,4.35,1.634049,3757.713687,125.34,13988.98,64.52,9,546,9.0,19
Jharkhand,47648,50449,2552,451.7,480.6,11,8,7,1755,205796,131,2.43,7.235004,1074.817965,83.4,91285.44,22.68,1,69,5.43,9
Odisha,16665,81821,7039,383.8,230.3,24,9,3,1966,140830,945,6.89,5.307877,3846.205814,214.38,261897.93,52.33,6,883,7.43,2
Telangana,24402,76666,726,497.4,397.8,12,1,5,1733,291787,843,22.6,0.492363,814.61733,103.95,73619.48,59.69,6,159,4.23,15
Andhra Pradesh,15653,59847,9428,48.6,218.1,6,4,2,894,284522,357,17.0,9.407105,3996.428196,218.32,103833.91,53.56,10,820,4.74,18
Uttar Pradesh,44639,80869,1493,372.6,353.6,24,0,6,392,197609,866,13.95,8.027438,3778.757002,170.47,60147.51,32.47,7,556,3.28,2
Delhi,76533,47532,5309,359.5,364.2,13,6,1,957,13261,888,1.66,2.964015,903.064584,158.48,140794.62,35.36,10,674,6.24,17
Karnataka,21110,89753,7097,381.7,228.1,12,7,7,370,51457,311,23.33,0.765553,2792.345838,134.05,167167.59,29.69,2,687,7.1,3
Bihar,69783,51093,1334,314.3,43.2,0,2,1,1850,249048,973,21.13,9.477469,416.100584,215.3,154540.91,43.18,9,52,7.41,14
Maharashtra,39088,73644,1292,38.7,255.0,6,7,5,1152,285867,288,4.53,4.909106,3211.336176,16.28,301968.13,29.26,2,510,4.76,5
Rajasthan,6385,106361,6518,120.0,488.7,5,6,8,21,172635,658,11.61,0.471946,867.237348,118.79,22569.25,67.77,8,173,7.56,19
Tamil Nadu,26761,20747,7194,468.4,313.2,11,3,9,915,10972,499,12.18,8.163538,961.480663,176.9,322644.73,25.52,6,863,4.87,9
Assam,57562,8963,5782,134.3,352.4,17,2,2,41,144063,819,0.67,1.52438,3736.454555,199.48,339079.93,24.58,1,114,3.06,12
West Bengal,36049,102267,1649,479.5,188.2,23,4,8,70,112220,162,16.02,1.283674,1814.51927,182.7,65406.49,35.44,6,875,7.39,19
Haryana,66224,39724,4261,46.8,359.4,0,0,1,52,181714,246,21.24,0.624282,4370.41508,162.25,315059.11,67.49,2,93,7.89,8
Uttarakhand,51849,40269,3262,278.2,97.6,23,1,2,25,171373,170,5.8,8.236221,1525.101657,62.95,162857.64,27.93,5,886,3.45,15
Gujarat,76212,106786,6063,4.1,56.7,25,6,2,1056,257082,629,5.82,3.242546,2670.924816,122.27,176022.72,51.06,1,837,4.49,9
Punjab,35631,54205,4180,195.4,377.2,13,2,7,1242,254806,95,8.05,9.006199,4983.00346,163.82,297305.28,88.19,6,288,5.61,3
Kerala,54494,45828,1323,187.0,444.1,27,8,1,1567,150959,956,23.43,7.448447,4926.794668,159.07,173481.71,62.06,2,496,7.61,4
Madhya Pradesh,50428,23654,9108,363.7,55.2,29,6,6,1303,108789,870,4.01,9.480808,3332.560902,60.17,32442.73,78.52,10,615,5.65,17
Chhattisgarh,40137,96996,9467,174.6,400.3,13,9,6,899,207397,107,19.06,8.936859,2691.289229,247.72,83744.18,29.99,7,684,6.62,3
Jharkhand,73426,72430,2017,48.9,65.3,9,3,9,74,48730,37,6.89,8.9101,3293.646372,10.19,116360.21,65.77,1,752,6.9,2
Odisha,47082,2437,891,91.8,43.2,29,8,2,1076,80418,248,19.45,9.480015,4453.395483,103.43,305695.0,65.8,1,610,6.62,9
Telangana,24780,77282,3479,231.7,473.8,4,6,0,1444,77400,39,3.57,5.227806,4800.508465,114.91,244069.57,63.94,5,577,5.64,14
Andhra Pradesh,78104,6930,9895,8.7,131.1,19,0,0,1855,205268,851,16.84,5.66165,3488.14747,9.05,158902.87,72.1,4,170,6.66,7
Uttar Pradesh,55354,72460,5734,473.7,391.4,12,8,1,1858,28049,997,11.62,5.31848,3116.910989,199.26,115468.3,57.48,5,129,7.43,5
Delhi,11718,12621,3569,367.5,55.4,8,1,7,572,258646,454,3.21,1.239146,883.849412,67.52,97413.91,69.33,3,492,6.03,7
Karnataka,57635,44348,9889,410.9,55.7,19,5,6,1778,271442,949,7.89,9.144936,4268.850844,125.32,297360.84,74.41,7,255,8.79,13
Bihar,60364,65474,8581,483.8,418.3,9,0,1,491,282080,258,11.85,5.898375,4200.660758,222.24,152069.66,36.13,6,682,7.47,4
Maharashtra,78594,67958,2078,310.0,447.0,12,7,3,615,114837,397,3.28,2.866404,1612.42113,121.07,211201.55,65.71,1,651,8.78,7
Rajasthan,46283,14700,1580,132.2,67.7,5,6,7,1932,261815,132,9.66,3.085039,3839.640513,232.94,22251.43,42.01,8,112,6.67,2
Tamil Nadu,53057,115668,2147,124.5,94.6,17,7,1,1043,15311,588,23.32,5.574924,4524.001912,69.35,236747.68,39.76,4,999,7.38,13
Assam,38669,80859,3906,110.3,276.8,18,5,6,1251,231922,722,19.69,9.38846,4048.16449,95.07,143719.07,36.4,5,141,6.86,6
West Bengal,57419,110729,1608,114.6,386.9,8,3,4,1216,188269,297,9.54,7.334169,4719.760323,239.29,103471.77,58.12,4,251,4.62,2
Haryana,19596,89275,7804,172.5,197.0,28,3,5,1566,242279,165,18.05,2.901224,519.831664,189.36,52491.34,36.23,4,93,3.09,2
Uttarakhand,17525,64353,9444,210.2,476.3,29,0,5,1789,13345,797,19.14,3.250875,457.605909,83.52,339029.96,79.09,6,91,8.58,12
Gujarat,45221,17557,2444,469.1,384.5,0,3,3,28,284477,967,24.14,0.440579,4937.605671,192.79,239790.41,46.97,8,250,7.06,9
Punjab,69214,21743,1875,218.9,388.9,21,6,6,15,36601,213,11.26,3.452727,406.360092,30.94,106685.22,49.94,1,975,4.34,4
Kerala,71757,65224,8726,331.6,179.7,29,6,5,1423,20616,491,20.84,9.228572,2238.322914,186.48,238366.99,73.63,2,711,8.4,11
Madhya Pradesh,69383,52016,8360,309.1,1.1,18,9,6,421,260022,986,15.92,3.428217,4185.778074,181.99,78072.44,32.7,6,382,7.12,12
Chhattisgarh,62658,12711,804,87.5,29.2,27,5,9,917,148832,610,9.04,1.535247,3388.556871,114.91,21334.09,88.45,7,901,5.8,4
Jharkhand,56471,93434,6165,361.0,461.5,24,3,3,226,192987,359,13.17,7.542255,178.632672,47.8,168045.73,89.12,10,808,7.83,13
Odisha,50464,54394,5530,29.1,86.9,21,3,1,687,244270,488,2.63,8.606618,2831.124448,205.2,37312.27,87.16,6,157,5.75,13
Telangana,4859,64021,6882,239.1,282.2,21,8,2,1027,219835,582,21.1,2.51322,2396.01453,12.49,323569.49,28.33,6,801,6.67,17
Andhra Pradesh,25525,20205,3228,76.4,386.5,16,4,7,343,185065,486,24.99,9.384222,2524.278334,242.58,245078.86,61.81,7,626,4.88,5
Uttar Pradesh,3231,80959,7000,198.5,377.8,20,3,2,789,163685,26,13.82,5.147418,3776.334594,219.72,265954.35,56.96,4,979,6.22,9
Delhi,19524,58407,8501,432.2,454.4,4,5,6,270,211073,961,15.48,2.405742,1694.668396,219.86,262618.72,84.06,9,37,6.43,1
Karnataka,30736,100951,3465,24.7,498.5,6,5,8,804,272118,84,14.98,8.796499,274.08934,110.8,172020.58,50.8,4,377,8.87,16
Bihar,68979,59636,7032,288.2,209.8,1,2,8,982,20397,133,19.22,8.002004,997.38645,226.76,294771.7,71.57,6,229,7.95,9
Maharashtra,7314,39098,8758,476.6,331.6,23,2,7,1519,203700,656,2.5,7.302379,1404.51279,106.9,80928.05,32.67,2,374,5.89,11
Rajasthan,62539,90585,7850,104.0,58.1,7,2,6,1089,145801,592,15.38,9.416794,3663.449548,51.4,198709.56,28.07,8,947,6.64,16
Tamil Nadu,41812,29442,2571,489.3,491.2,5,1,1,1414,279515,162,2.09,1.77222,2660.714642,59.47,226629.6,41.07,7,343,3.11,1
Assam,45036,82830,1811,480.6,239.7,6,4,4,1947,72523,622,14.27,8.318253,2234.745553,225.41,247535.01,85.21,1,462,4.48,18
West Bengal,21290,102795,3520,394.1,462.9,17,4,5,1553,29568,140,7.18,6.727285,4312.535854,234.74,226219.04,38.47,8,278,3.59,17
Haryana,52786,119119,6013,350.2,443.8,5,4,1,1829,202002,889,9.67,6.81874,3502.783066,241.93,199872.87,31.28,10,97,5.26,11
Uttarakhand,77970,67708,5313,57.9,6.8,27,1,7,385,70304,175,20.13,9.054282,330.099771,81.93,270096.34,89.25,1,274,4.06,7
Gujarat,27230,46703,4304,61.7,209.5,10,8,5,1853,125599,851,6.91,2.279471,1479.269339,74.46,156871.16,78.48,5,483,7.76,1
Punjab,75175,58425,1725,273.4,92.7,10,1,2,1877,76924,277,13.27,8.273611,1580.234128,232.27,32583.39,55.22,1,638,3.61,9
Kerala,43559,89718,2545,430.5,18.3,19,6,8,1953,80779,210,10.32,5.734382,341.972887,76.13,206128.24,52.76,8,619,7.82,12
